name,municipality,code,coordinates
Jaipur International Airport,Jaipur,JAI,"75.812202, 26.8242"
Jaisalmer Airport,,JSA,"70.86499786376953, 26.888700485229492"
Jammu Airport,Jammu,IXJ,"74.837402, 32.689098"
Kishangarh Airport,Ajmer,KQH,"74.814147, 26.601473"
Kota Airport,Kota,KTU,"75.84559631350001, 25.160200119"
Ludhiana Airport,,LUH,"75.95259857177734, 30.854700088500977"
Leh Kushok Bakula Rimpochee Airport,Leh,IXL,"77.5465011597, 34.1358985901"
Chaudhary Charan Singh International Airport,Lucknow,LKO,"80.8892974854, 26.7605991364"
Pathankot Airport,Pathankot,IXP,"75.634444, 32.233611"
Pantnagar Airport,Pantnagar,PGH,"79.473701, 29.0334"
Shimla Airport,,SLV,"77.068001, 31.0818"
Sheikh ul Alam Airport,Srinagar,SXR,"74.77420043945312, 33.987098693847656"
Satna Airport,,TNI,"80.854897, 24.5623"
Vivigani Airfield,Vivigani,VIV,"150.318888889, -9.30333333333"
Gurue Airport,Gurue,VJQ,"36.9904, -15.5062"
Attopeu Airport,Attopeu,AOU,"107.045278, 14.793056"
Ban Huoeisay Airport,Huay Xai,HOE,"100.43699646, 20.2572994232"
Luang Phabang International Airport,Luang Phabang,LPQ,"102.16100311279297, 19.897300720214844"
Luang Namtha Airport,Luang Namtha,LXG,"101.400002, 20.966999"
Oudomsay Airport,Oudomsay,ODY,"101.99400329589844, 20.68269920349121"
Pakse International Airport,Pakse,PKZ,"105.78099822998047, 15.132100105285645"
Sayaboury Airport,Sainyabuli,ZBY,"101.7093, 19.2436"
Savannakhet Airport,,ZVK,"104.76000213623047, 16.55660057067871"
Sam Neua Airport,,NEU,"104.06700134277344, 20.418399810791016"
Saravane Airport,Saravane,VNA,"106.410698891, 15.709439207700001"
Thakhek Airport,Thakhek,THK,"104.80000305175781, 17.399999618530273"
Wattay International Airport,Vientiane,VTE,"102.56300354, 17.988300323500003"
Xieng Khouang Airport,Xieng Khouang,XKH,"103.157997, 19.450001"
Xienglom Airport,Xienglom,XIE,"100.815332, 19.6203"
Dr Juan Plate Airport,Puerto Vallemi,VMI,"-57.942581, -22.159109"
Macau International Airport,Macau,MFM,"113.592003, 22.149599"
Dong Hoi Airport,Dong Hoi,VDH,"106.590556, 17.515"
Kontum Airport,Kontum,KON,"108.01699829101562, 14.350000381469727"
Bajhang Airport,Bajhang,BJH,"81.1854019165039, 29.538999557495117"
Bhojpur Airport,Bhojpur,BHP,"87.05079650878906, 27.14739990234375"
Baglung Airport,Baglung,BGL,"83.66629791259766, 28.212799072265625"
Bharatpur Airport,Bharatpur,BHR,"84.429398, 27.678101"
Bajura Airport,Bajura,BJU,"81.66899871826172, 29.50200080871582"
Baitadi Airport,Baitadi,BIT,"80.54920196533203, 29.465299606323242"
Gautam Buddha Airport,Bhairawa,BWA,"83.416293, 27.505685"
Bhadrapur Airport,Bhadrapur,BDP,"88.07959747310001, 26.5708007812"
Tulsipur Airport,Dang,DNP,"82.29419708251953, 28.111099243164062"
Dhangarhi Airport,Dhangarhi,DHI,"80.58190155029297, 28.753299713134766"
Darchula Airport,Darchula,DAP,"80.54840087890625, 29.669200897216797"
Dolpa Airport,Dolpa,DOP,"82.81909942626953, 28.985700607299805"
Silgadi Doti Airport,Silgadi Doti,SIH,"80.93599700927734, 29.263099670410156"
Palungtar Airport,Gorkha,GKH,"84.4664, 28.0385"
Jiri Airport,Jiri,JIR,"86.230581, 27.626313"
Jumla Airport,Jumla,JUM,"82.193298, 29.2742"
Janakpur Airport,Janakpur,JKR,"85.9224014282, 26.708799362199997"
Jomsom Airport,Jomsom,JMO,"83.723, 28.780426"
Tribhuvan International Airport,Kathmandu,KTM,"85.3591, 27.6966"
Lamidanda Airport,Lamidanda,LDN,"86.66999816894531, 27.25309944152832"
Lukla Airport,Lukla,LUA,"86.72969818115234, 27.686899185180664"
Langtang Airport,Langtang,LTG,"85.58300018310547, 28.200000762939453"
Manang Airport,Ngawal,NGX,"84.089203, 28.641399"
Meghauli Airport,Meghauli,MEY,"84.22875, 27.5774"
Mahendranagar Airport,Mahendranagar,XMG,"80.14790344238281, 28.963199615478516"
Nepalgunj Airport,Nepalgunj,KEP,"81.66699981689453, 28.103599548339844"
Pokhara Airport,Pokhara,PKR,"83.98210144042969, 28.200899124145508"
Phaplu Airport,Phaplu,PPL,"86.584454, 27.517787"
Rajbiraj Airport,Rajbiraj,RJB,"86.733902, 26.510066"
Ramechhap Airport,Ramechhap,RHP,"86.0614013671875, 27.393999099731445"
Rukum Chaurjahari Airport,Rukumkot,RUK,"82.195, 28.627001"
Rolpa Airport,Rolpa,RPA,"82.756496, 28.267292"
Rumjatar Airport,Rumjatar,RUM,"86.55039978027344, 27.303499221801758"
Syangboche Airport,Namche Bazaar,SYH,"86.7124, 27.8112"
Simara Airport,Simara,SIF,"84.9801025390625, 27.159500122070312"
Surkhet Airport,Surkhet,SKH,"81.636002, 28.586"
Sanfebagar Airport,Sanfebagar,FEB,"81.215317, 29.236629"
Simikot Airport,Simikot,IMK,"81.81890106201172, 29.971099853515625"
Taplejung Airport,Taplejung,TPJ,"87.69525, 27.3509"
Tikapur Airport,Tikapur,TPU,"81.123, 28.5219"
Tumling Tar Airport,Tumling Tar,TMI,"87.193298, 27.315001"
Biratnagar Airport,Biratnagar,BIR,"87.26399993896484, 26.48150062561035"
Murod Kond Airport,Latur,LTU,"76.464699, 18.411501"
Tuticorin Airport,Thoothukudi,TCR,"78.025803, 8.724241"
Agatti Airport,,AGX,"72.1760025024414, 10.823699951171875"
Bellary Airport,Bellary,BEP,"76.88279724121094, 15.162799835205078"
Kempegowda International Airport,Bangalore,BLR,"77.706299, 13.1979"
Bidar Air Force Station,,IXX,"77.487099, 17.9081"
Vijayawada Airport,Gannavaram,VGA,"80.796799, 16.530399"
Coimbatore International Airport,Coimbatore,CJB,"77.0434036255, 11.029999733"
Cochin International Airport,Kochi,COK,"76.401901, 10.152"
Calicut International Airport,Calicut,CCJ,"75.95529937740001, 11.1367998123"
Kadapa Airport,Kadapa,CDP,"78.772778, 14.51"
Car Nicobar Air Force Station,,CBD,"92.8196029663086, 9.152509689331055"
Rajiv Gandhi International Airport,Hyderabad,HYD,"78.429855, 17.231318"
Begumpet Airport,Hyderabad,BPM,"78.4675979614, 17.4531002045"
Kannur International Airport,Kannur,CNN,"75.547211, 11.918614"
Madurai Airport,Madurai,IXM,"78.09339904790001, 9.83450984955"
Mangalore International Airport,Mangalore,IXE,"74.8900985718, 12.9612998962"
Chennai International Airport,Chennai,MAA,"80.16929626464844, 12.990005493164062"
Mysore Airport,Mysore,MYQ,"76.655833, 12.23"
Vir Savarkar International Airport,Port Blair,IXZ,"92.72969818115234, 11.641200065612793"
Pondicherry Airport,Pondicherry,PNY,"79.812, 11.968"
Sri Sathya Sai Airport,Puttaparthi,PUT,"77.7910995483, 14.1492996216"
Basanth Nagar Airport,Ramagundam,RMD,"79.3923, 18.701"
Rajahmundry Airport,Rajahmundry,RJA,"81.81819915770001, 17.1103992462"
Salem Airport,Salem,SXV,"78.06559753418, 11.78330039978"
Tanjore Air Force Base,Thanjavur,TJV,"79.10160064697266, 10.722399711608887"
Tirupati Airport,Tirupati,TIR,"79.543296814, 13.632499694800002"
Tiruchirapally Civil Airport Airport,Tiruchirappally,TRZ,"78.70970153808594, 10.765399932861328"
Trivandrum International Airport,Thiruvananthapuram,TRV,"76.9200973511, 8.48211956024"
Warangal Airport,Warangal,WGC,"79.602203, 17.9144"
Yongphulla Airport,Tashigang,YON,"91.514503, 27.256399"
Bathpalathang Airport,Jakar,BUT,"90.7471, 27.5622"
Gelephu Airport,Gelephu,GLU,"90.46412, 26.88456"
Paro Airport,Paro,PBH,"89.42459869380001, 27.403200149499998"
Ifuru Airport,Ifuru Island,IFU,"73.025, 5.7083"
Dharavandhoo Airport,Baa Atoll,DRV,"73.1302, 5.1561"
Fuvahmulah Airport,Fuvahmulah Island,FVM,"73.435, -0.309722222222"
Gan International Airport,Gan,GAN,"73.155602, -0.693342"
Hanimaadhoo Airport,Haa Dhaalu Atoll,HAQ,"73.17050170898438, 6.744229793548584"
Kadhdhoo Airport,Kadhdhoo,KDO,"73.52189636230469, 1.8591699600219727"
MalÃ© International Airport,MalÃ©,MLE,"73.52909851074219, 4.191830158233643"
Kooddoo Airport,Huvadhu Atoll,GKK,"73.4336, 0.7324"
Kaadedhdhoo Airport,Huvadhu Atoll,KDM,"72.99690246582031, 0.48813098669052124"
Dhaalu Atoll Airport,Kudahuvadhoo,DDD,"72.887118, 2.666075"
Villa Airport,Maamigili,VAM,"72.8358333333, 3.47055555556"
Thimarafushi Airport,Thimarafushi,TMF,"73.1533, 2.211"
Don Mueang International Airport,Bangkok,DMK,"100.607002258, 13.9125995636"
Sa Pran Nak Airport,,KKM,"100.642997742, 14.9493999481"
Kamphaeng Saen Airport,Nakhon Pathom,KDT,"99.9171981812, 14.1020002365"
Trat Airport,,TDX,"102.319000244, 12.274600029"
Suvarnabhumi Airport,Bangkok,BKK,"100.74700164794922, 13.681099891662598"
U-Tapao International Airport,Rayong,UTP,"101.00499725341797, 12.679900169372559"
Chiang Mai International Airport,Chiang Mai,CNX,"98.962600708, 18.766799926799997"
Mae Hong Son Airport,,HGN,"97.97579956054688, 19.301300048828125"
Mae Hong Son Airport,Mae Hong Son,PYY,"98.43699646, 19.3719997406"
Lampang Airport,,LPT,"99.50420379638672, 18.27090072631836"
Nan Airport,,NNT,"100.78299713134766, 18.807899475097656"
Phrae Airport,,PRH,"100.16500091552734, 18.132200241088867"
Chiang Rai International Airport,Chiang Rai,CEI,"99.88289642330001, 19.952299118"
Udorn Air Base,Ban Mak Khaen,BAO,"102.80000305175781, 17.382999420166016"
Phetchabun Airport,,PHY,"101.194999695, 16.6760005951"
Hua Hin Airport,Hua Hin,HHQ,"99.951499939, 12.6361999512"
Takhli Airport,,TKH,"100.29599762, 15.277299881"
Mae Sot Airport,,MAQ,"98.54509735107422, 16.699899673461914"
Sukhothai Airport,,THS,"99.81819915771484, 17.238000869750977"
Phitsanulok Airport,,PHS,"100.27899932861328, 16.782899856567383"
Tak Airport,,TKT,"99.25330352783203, 16.895999908447266"
Uttaradit Airport,Uttaradit,UTR,"100.0999984741211, 17.617000579833984"
Surat Thani Airport,Surat Thani,URT,"99.135597229, 9.13259983063"
Narathiwat Airport,,NAW,"101.74299621582031, 6.5199198722839355"
Chumphon Airport,,CJM,"99.36170196533203, 10.711199760437012"
Nakhon Si Thammarat Airport,Nakhon Si Thammarat,NST,"99.9447021484375, 8.539620399475098"
Krabi Airport,Krabi,KBV,"98.9861984253, 8.09912014008"
Songkhla Airport,,SGZ,"100.60800170898438, 7.186560153961182"
Pattani Airport,,PAN,"101.15399932861328, 6.785459995269775"
Samui Airport,Na Thon (Ko Samui Island),USM,"100.06199646, 9.547789573669998"
Phuket International Airport,Phuket,HKT,"98.316902, 8.1132"
Ranong Airport,,UNN,"98.58550262451172, 9.777620315551758"
Hat Yai International Airport,Hat Yai,HDY,"100.392997742, 6.93320989609"
Trang Airport,,TST,"99.6166000366211, 7.508739948272705"
Udon Thani Airport,Udon Thani,UTH,"102.788002014, 17.386400222800003"
Sakon Nakhon Airport,,SNO,"104.11900329589844, 17.195100784301758"
Surin Airport,Surin,PXR,"103.49800109863, 14.868300437927"
Khon Kaen Airport,Khon Kaen,KKC,"102.783996582, 16.466600418099997"
Loei Airport,,LOE,"101.72200012207031, 17.43910026550293"
Buri Ram Airport,,BFV,"103.25299835205078, 15.229499816894531"
Nakhon Ratchasima Airport,,NAK,"102.31300354003906, 14.94950008392334"
Ubon Ratchathani Airport,Ubon Ratchathani,UBP,"104.870002747, 15.2512998581"
Roi Et Airport,,ROI,"103.77400207519531, 16.11680030822754"
Nakhon Phanom Airport,,KOP,"104.64299774169922, 17.383800506591797"
Mvuu Camp Airport,Liwonde National Park,VUU,"35.3013888889, -14.8386111111"
Buon Ma Thuot Airport,Buon Ma Thuot,BMV,"108.120002747, 12.668299675"
Chu Lai International Airport,Dung Quat Bay,VCL,"108.706001282, 15.403300285299999"
Cat Bi International Airport,Haiphong,HPH,"106.7249984741211, 20.819400787353516"
CÃ  Mau Airport,Ca Mau City,CAH,"105.177778, 9.177667"
Cam Ranh Airport,Nha Trang,CXR,"109.21900177001953, 11.998200416564941"
Co Ong Airport,Con Dao,VCS,"106.633003, 8.73183"
Can Tho International Airport,Can Tho,VCA,"105.711997986, 10.085100174"
Dien Bien Phu Airport,Dien Bien Phu,DIN,"103.008003235, 21.3974990845"
Lien Khuong Airport,Da Lat,DLI,"108.366997, 11.75"
Da Nang International Airport,Da Nang,DAD,"108.1989974975586, 16.043899536132812"
Las Malvinas/Echarate Airport,Las Malvinas,VVN,"-72.939332, -11.854861"
Noi Bai International Airport,Hanoi,HAN,"105.80699920654297, 21.221200942993164"
Na-San Airport,Son-La,SQH,"104.03299713134766, 21.216999053955078"
Nha Trang Air Base,Nha Trang,NHA,"109.192001, 12.2275"
Phu Bai Airport,Hue,HUI,"107.70300293, 16.401500701899998"
Phu Cat Airport,Quy Nohn,UIH,"109.042, 13.955"
Pleiku Airport,Pleiku,PXU,"108.01699829101562, 14.004500389099121"
Phu Quoc International Airport,Phu Quoc Island,PQC,"103.9931, 10.1698"
Phan Rang Airport,Phan Rang,PHA,"108.952003479, 11.6335000992"
Phan Thiet Airport,Phan Thiet,PHH,"108.06900024414062, 10.906399726867676"
Rach Gia Airport,Rach Gia,VKG,"105.132379532, 9.95802997234"
Dong Tac Airport,Tuy Hoa,TBB,"109.333999634, 13.049599647500001"
Tan Son Nhat International Airport,Ho Chi Minh City,SGN,"106.652000427, 10.8187999725"
Tho Xuan Airport,Thanh HÃ³a,THD,"105.467778, 19.901667"
VÃ¢n Äá»n International Airport,Ha Long,VDO,"107.414167, 21.117778"
Vinh Airport,Vinh,VII,"105.67099762, 18.7376003265"
Vung Tau Airport,Vung Tau,VTG,"107.09500122070312, 10.3725004196167"
Ann Airport,Aeng,VBA,"94.0261, 19.769199"
Bagan Airport,Nyaung U,NYU,"94.9301986694336, 21.178800582885742"
Banmaw Airport,Banmaw,BMO,"97.24620056152344, 24.268999099731445"
Bokpyinn Airport,Bokpyinn,VBP,"98.735901, 11.1494"
Dawei Airport,Dawei,TVY,"98.20359802246094, 14.103899955749512"
Naypyidaw Airport,Pyinmana,NYT,"96.200996, 19.623501"
Gangaw Airport,Gangaw,GAW,"94.1343994140625, 22.174699783325195"
Gwa Airport,Gwa,GWA,"94.58329772949219, 17.600000381469727"
Heho Airport,Heho,HEH,"96.79199981689453, 20.746999740600586"
Hommalinn Airport,Hommalinn,HOX,"94.91400146484375, 24.899599075317383"
Tilin Airport,Tilin,TIO,"94.0999984741211, 21.700000762939453"
Kengtung Airport,Kengtung,KET,"99.63600158691406, 21.301599502563477"
Kanti Airport,Kanti,KHM,"95.67440032958984, 25.988300323486328"
Kalay Airport,Kalemyo,KMV,"94.05110168457031, 23.188800811767578"
Kyaukpyu Airport,Kyaukpyu,KYP,"93.53479766845703, 19.42639923095703"
Kawthoung Airport,Kawthoung,KAW,"98.53800201416016, 10.049300193786621"
Kyauktu Airport,Kyauktu,KYT,"94.13330078125, 21.399999618530273"
Loikaw Airport,Loikaw,LIW,"97.21479797363281, 19.691499710083008"
Lashio Airport,Lashio,LSH,"97.752197265625, 22.9778995513916"
Mandalay International Airport,Mandalay,MDL,"95.97789764404297, 21.702199935913086"
Myeik Airport,Mkeik,MGZ,"98.62149810791016, 12.439800262451172"
Myitkyina Airport,Myitkyina,MYT,"97.35189819335938, 25.38360023498535"
Mawlamyine Airport,Mawlamyine,MNU,"97.66069793701172, 16.444700241088867"
Manaung Airport,Manaung,MGU,"93.68890380859375, 18.845800399780273"
Momeik Airport,,MOE,"96.64530181884766, 23.092500686645508"
Mong Hsat Airport,Mong Hsat,MOG,"99.25679779052734, 20.516799926757812"
Mong Tong Airport,Mong Tong,MGK,"98.8989028930664, 20.29669952392578"
Magway Airport,Magway,MWQ,"94.941399, 20.1656"
Monywar Airport,Monywar,NYW,"95.093479, 22.221638"
Namsang Airport,Namsang,NMS,"97.73590087890625, 20.890499114990234"
Namtu Airport,Namtu,NMT,"97.383003, 23.083"
Hpa-N Airport,Hpa-N,PAA,"97.67459869384766, 16.893699645996094"
Pauk Airport,Pauk,PAU,"94.48690032958984, 21.449199676513672"
Pathein Airport,Pathein,BSX,"94.7799, 16.815201"
Hpapun Airport,Pa Pun,PPU,"97.449798584, 18.0666999817"
Putao Airport,Putao,PBU,"97.42630004882812, 27.32990074157715"
Pakhokku Airport,Pakhokku,PKK,"95.11125, 21.4043"
Pyay Airport,Pye,PRU,"95.26599884033203, 18.824499130249023"
Sittwe Airport,Sittwe,AKY,"92.87259674072266, 20.132699966430664"
Thandwe Airport,Thandwe,SNW,"94.30010223388672, 18.4606990814209"
Tachileik Airport,Tachileik,THL,"99.9354019165039, 20.483800888061523"
Ye Airport,Ye,XYE,"97.86699676513672, 15.300000190734863"
Yangon International Airport,Yangon,RGN,"96.1332015991, 16.907300949099998"
Friday Harbor Seaplane Base,Friday Harbor,FBS,"-123.010002136, 48.537300109899995"
Rosario Seaplane Base,Rosario,RSJ,"-122.867996216, 48.6456985474"
Kenmore Air Harbor Seaplane Base,Seattle,LKE,"-122.338996887, 47.6290016174"
Roche Harbor Airport,Roche Harbor,RCE,"-123.138999939, 48.6123008728"
Maranggo Airport,Waha-Tomea Island,TQQ,"123.91699981689, -5.7645702362061"
Westsound/Wsx Seaplane Base,Westsound,WSX,"-122.95300293, 48.6179008484"
Hasanuddin International Airport,Ujung Pandang-Celebes Island,UPG,"119.55400085449219, -5.061629772186279"
